call_id,customer_id,agent_id,call_duration,call_type,issue
06ad71c3-443d-4b7d-8a57-2118b77fee68,14947e5e-bb8a-4a92-a303-ec2ccdcbf86f,c23737ed-6171-4672-8d3a-abc69744ef42,9,Inbound,Billing Inquiry
0229680f-e94f-4a25-a87c-0aa5dff63b45,fe5e60df-ba29-4caa-84f7-3cab81da37a5,aab78839-61bf-45f9-8baa-f6b738e03912,77,Outbound,Billing Inquiry
ca491659-175d-4201-bd88-2b92348b202b,82ebf488-f404-413f-948f-71b488efa5a3,3ce9411f-52df-429f-b8f4-9c4717b244ec,65,Inbound,Billing Inquiry
44af052d-252f-4aff-860e-e5c281b942d7,1d93125b-0825-4d46-a488-7472b065fe1c,3f53ca14-0158-4db5-83e7-89b0431e37a6,25,Outbound,Billing Inquiry
2e70027c-0d33-4215-b0bc-7822b321c1b2,ae4f1f8f-600d-49c2-800b-6ffc2fbee049,5dbb965f-a1c5-4566-9078-dc8a3f2c12f2,95,Outbound,Complaint
cd0ef388-48ae-42c4-a5b3-c01db6edfb49,443e862e-c063-48a2-af9d-b71de58052c7,5b3ab495-8c6c-42d5-bcb4-36003e48ec24,105,Outbound,Complaint
e00d744b-2c6a-45ff-918c-d734fa55741f,aff15c14-694b-4407-b9d3-2a0fc8c526f9,d4b12096-e75d-4c92-aee9-e0c854a01e78,3,Inbound,Technical Support
bdd1c431-da2d-4748-9797-6707c78249b6,9ccb0a1f-6bef-4450-83a5-f2e354c18aa6,1b254d9f-5201-49c0-bf5f-458014f6d522,14,Outbound,Technical Support
2884ba1e-6933-4f01-9827-1f8685d8d618,a2af29e8-7b52-41ca-84af-df44cad4767c,4da959df-0c2f-4ba7-954e-bfd99639c8d2,98,Outbound,Billing Inquiry
69be151f-3a8c-4665-8306-155d47caac91,7e631338-0d1a-43b9-add3-8ed25da5d3f5,c166caa0-624a-4b34-8a90-ce6e0371fd0a,47,Inbound,Complaint
0925ecbc-d413-4365-9a56-66c29d941d6f,2ce49df6-679d-4754-afc8-c6e5d4f9869c,bb4c5bf8-69cf-4822-9456-03fcb4c5357c,86,Outbound,Complaint
769954ae-67e7-4967-9667-f46810fbafd8,fb245398-450d-44f3-a99a-bcc682bb53ce,2465e245-eafe-4eee-b0e4-fcb3fdc22016,63,Inbound,Technical Support
884fc28b-fefd-4cde-982e-c6db8b3909ee,b2965620-12fd-437d-81da-41f37b75c080,d28380ce-f2f3-40b9-a2c8-f4ab1f9e65fd,2,Outbound,Technical Support
c23998b4-46a2-4946-9735-6988ed2d0c9e,7ac2cbbd-fba3-4235-abd8-821c21d25fc6,e8fd0e68-ebe4-4ed8-ae45-7e4a6778afe2,51,Inbound,Billing Inquiry
dbd8ba6c-0cbf-446f-a06c-efcdc0593c71,6479b7fe-179c-4e36-8293-22fa3d462eac,c9f0bd61-72b5-4372-bd9f-ad264bace84a,12,Outbound,Technical Support
6e904743-a33d-42d7-b52a-cee9a0c98adc,9fdcbc79-f279-4723-8c46-95464f917989,5bc47cc5-3b52-4a3e-a17f-dc880231c2a7,63,Outbound,Complaint
8876b716-f1d7-45ed-a4ad-54de9ab4e9b2,89ed8b33-2d75-4189-93e9-112f2d2c33b6,ae00883b-3ca9-4155-a7f9-1c80d2a18d3c,57,Outbound,Complaint
b2ee5afc-b348-4997-a9b4-bb5802300030,a41a4b17-2672-49c1-bcd9-056199486401,cdc0ec48-0556-469e-ad3c-de81ba11980e,10,Outbound,Billing Inquiry
