call_id,customer_id,agent_id,call_duration,call_type,issue
9bb0179a-0027-4e60-96eb-a6990a2d9c97,b4e35de7-3c0b-4628-9b0a-f03081235d20,3ce9411f-52df-429f-b8f4-9c4717b244ec,28,Outbound,Billing Inquiry
44ddc381-cf25-4ec6-adc7-e917ccd75063,4be09de4-48cb-4d50-96a8-63189e641eb3,97bae71b-aec7-4d3e-81b3-e77fd1a2437d,59,Inbound,Technical Support
d3fa8d38-b7dd-4124-9e24-d64cc2865471,f353530a-cc00-40eb-982d-6938a0d5b4e5,1bd938f9-17a4-4dc5-85ae-c41e4cdfab28,73,Outbound,Technical Support
428066dc-1a84-428d-9827-fc09a006da87,54136c5a-84ed-46a5-9c90-ccda79202a15,cdc0ec48-0556-469e-ad3c-de81ba11980e,83,Inbound,Technical Support
5268ae41-44c5-4046-9c64-bc5b4b9543a1,d2715151-d5de-480b-adae-2fb0d1a45f62,740bd783-2ae5-4123-9a1b-3acca4622b3b,71,Inbound,Technical Support
67e51196-2184-4f68-b918-caaa4bf8f7a9,9ec2c679-290d-4af0-9e9b-c728bd932e9c,18f98619-72f8-45f2-a54f-6e14b97aa187,34,Outbound,Complaint
8bf29aab-3237-4f81-991e-07e4d89e8eb2,e78a654c-9d78-4672-828a-70f4db3ec266,a3baebfd-462f-430e-92b8-c1384361b409,29,Inbound,Billing Inquiry
ef5320df-e3a0-4f15-b807-98d732b052dd,d4f9453f-a09d-484a-957d-8772d915996e,6fde23ad-9c0d-476c-99f1-8f4fc274fa15,15,Inbound,Technical Support
5d5e58b9-e71c-456e-8558-d67938bc8881,f88bf6e0-608b-450c-a123-6840d163b965,39639746-265e-4400-9242-efcecc43f27b,9,Inbound,Complaint
c06b1ed6-d14a-431e-81b9-922f3ca31b94,dd5d635a-d476-49af-bd3f-d1590106f4fa,494c6210-fb16-4699-aa49-407f8fad5b69,45,Outbound,Technical Support
d49c31da-3750-49dd-89d3-78708880e463,6d4e0c09-eda4-4edf-a013-e4823d16af99,1be01460-850c-4608-9a30-49158364609e,73,Inbound,Billing Inquiry
dc926cf9-08b6-4474-b6ae-c8cc1defbeda,c7841de2-647d-42db-9e17-f79e86ef8d1a,7575843e-0020-416c-9e69-025bfb69ac58,25,Inbound,Billing Inquiry
f131d7fb-50c0-4b3e-9141-12ef2fd7b804,12bc3caa-589c-41f0-ae44-10b9eb329f2b,a8d52cb8-33be-4e4a-a640-efa5f95f3985,102,Inbound,Billing Inquiry
e288afef-6b13-47e3-80b6-f7e9f908f10b,99b53690-5e8c-4543-ba45-316da8f0e2bf,b96b7bf9-e716-4fc1-b959-4c1a47f4e0ab,21,Outbound,Complaint
c73a4ee9-342c-4be4-92e0-a6b9fb40d243,bc0f2b68-2717-4604-894a-88d2205f5092,a3baebfd-462f-430e-92b8-c1384361b409,46,Inbound,Billing Inquiry
fcc8fe1c-a0f5-479c-a29e-41ef589769a2,3480b479-7e36-497e-a89d-93296460da82,4c7c4e6b-b1c9-4a25-83b7-b585e77bd531,13,Inbound,Complaint
713959b4-6d01-4171-9376-10f50795cb0b,c9a985c3-2e11-4bed-846a-674027bf0bb2,0e09d2a7-c15c-429c-8e9b-bc6b0b3dd51b,96,Outbound,Complaint
31b9b339-0d66-43d9-82b0-9f7c042b35ec,7e69324f-d447-414b-bcd2-2ace7fd54bd0,196850dc-85fd-4b40-946b-d740b9b38fad,100,Inbound,Technical Support
60467039-4975-4848-9601-70a6ee98cc16,88371562-59a5-44db-9df4-3fb2c715369f,ead24ec8-353f-48c9-89d3-5f239f670221,12,Outbound,Technical Support
f6a68910-86da-454e-9560-501cac4ba849,3d4c7afd-82ae-410f-9874-e4f2da3a5b19,d81406ec-e22b-4c5a-bfd9-9e0f4e5ef906,52,Inbound,Technical Support
2fe5f305-90b8-411a-8f3f-3ed7d0c40681,561d8eed-1546-47cd-999e-75cbf4131972,a20fcb4e-17b0-406e-bd1b-0670fc0807ae,87,Inbound,Billing Inquiry
507c2454-38c8-431d-90af-efbde021eccb,a51d4719-db40-40b4-b237-312aa679a7a8,8c308fe2-8137-477f-8e7e-815fb6564d1f,115,Outbound,Complaint
3b81e8a1-0d0c-46d5-bc0e-425c7f3dbb3d,f89bbed4-989d-4a23-82d9-ae03956def40,3d1da085-3872-47cf-8ac9-d07087b223fd,9,Outbound,Technical Support
6f60ef3c-209d-4017-b5a1-23d0edfe75e4,18d029b7-4f34-4807-bc6b-3615cc17e3da,ce1fb0fb-a2ba-4388-8a2e-63b747e5ff2d,51,Inbound,Technical Support
b7ea51b0-fde1-4fa5-9b90-a8facb01673a,891f9e84-c1fd-460b-90c9-300982c58d78,03b7be38-069c-4fdb-8368-0de8f37f780e,28,Outbound,Technical Support
9b9c877b-5692-40b5-958e-c994126a29fd,f9442ce4-1085-4e43-8b90-e3d127c92555,2acb7771-9ea7-4d53-9f8d-d3b24863b4cb,73,Outbound,Technical Support
50bde7e1-fa7b-4b72-b731-67ca5923282b,d2d7b291-8a80-4c6e-a447-1c9d106df0fc,c23737ed-6171-4672-8d3a-abc69744ef42,9,Inbound,Technical Support
6cc128b0-faa9-46d8-872a-e7380eed497c,c557d172-6aaa-4e1d-bb5e-e9149b51a4ec,1ba0eae9-0e23-4430-a31e-39dd61631c7a,93,Inbound,Billing Inquiry
b6cd6eea-9f1b-4cb9-9e62-65d70121f36c,79ea7db0-110a-4b99-85e8-dd3d6324d994,519f16ea-87d6-4ec1-b6eb-664c0e94ea49,104,Outbound,Complaint
