call_id,customer_id,agent_id,call_duration,call_type,issue
d32a081e-ae24-4681-bd8d-ea47c940ad84,e88a3a71-92e8-41f3-8ca0-0a675a0efa5c,2ba377a9-37e4-4b47-8b64-379b63bf3850,61,Outbound,Billing Inquiry
30ff5cb6-b263-4ea5-bcce-6758c4a4d586,022d5ea0-1044-4b27-ba53-557107ac34ee,6bc6c08d-b557-4dca-bbd5-70f6b53f3b05,75,Outbound,Complaint
f8e20d87-ae8f-4c84-9004-7aee80e1a002,6231245d-2e65-40a0-8279-5fb509090add,5dbb965f-a1c5-4566-9078-dc8a3f2c12f2,109,Outbound,Technical Support
68db9694-0eb1-4c7c-9df6-9799311d45c0,878fd393-506f-42ec-9ae3-364e0058a2ae,df9aea96-5032-4bde-9787-454f804230eb,102,Inbound,Technical Support
7673773d-7c5e-4106-af0f-8cd06309034d,d765ebc5-5ed6-401e-af95-9b24ca4256f8,2465e245-eafe-4eee-b0e4-fcb3fdc22016,44,Inbound,Technical Support
3342197a-dabb-42c3-83da-eb86123199aa,9978e6aa-51a8-495c-ab29-c0a12beb9b6e,17081a83-b2f8-43a2-a66f-baada8e39625,108,Outbound,Technical Support
578ec6e0-a25b-40c0-9f46-af82ab079f56,2aed00f8-199d-4634-a0bb-f09c9b65a1f8,c2469176-0c04-4920-89fc-2197f4b9c4e9,93,Inbound,Complaint
8357830f-fbc6-4332-b23b-f2341794c85c,10b6d8fa-126d-4908-84c1-e2e4c1d561e0,b6fa83c5-b5b7-4acb-9fdd-adb98ca8c09f,69,Inbound,Technical Support
f2b54c76-92a7-48dd-b158-9a51f35f8862,e9ed0b98-f3e4-458d-80bd-3c23491335c6,be2f9a54-d2b7-4ea9-a6a7-424f040e5b97,74,Outbound,Technical Support
fd044e52-9400-4641-be7f-4c3375928736,f8e6ea5c-99aa-4f90-9323-f5abbc2dc6d6,2f411ffc-0af4-401e-a519-bbd691883629,65,Inbound,Billing Inquiry
517ae53e-927e-46ce-a2e9-e8ec8e031a6d,f60843c0-dc44-40bd-a86c-ea0931a52602,a3baebfd-462f-430e-92b8-c1384361b409,27,Outbound,Billing Inquiry
