call_id,customer_id,agent_id,call_duration,call_type,issue
e0ee6630-4942-4ca1-81bc-f871ccf8ca91,7426d878-b860-44ab-9b6a-987b2d7c2ec7,98874388-74d8-4b81-b369-98c57ae27b36,43,Inbound,Billing Inquiry
fbec0746-3953-482e-baab-cda8bcc1100d,7de79dd2-53c9-4ff6-af46-aae78dd61f8b,3d1da085-3872-47cf-8ac9-d07087b223fd,8,Outbound,Complaint
8c895ffe-c951-451a-b23d-6922f1cdce0a,4908567d-1c9c-4565-8edd-c8ad26afbccc,df9aea96-5032-4bde-9787-454f804230eb,21,Outbound,Technical Support
e1d3eb79-2933-4e07-a989-1fbdb528e3d3,7c0eb09f-2387-4c8b-b647-ad4a8a525e02,89b71996-9161-42f8-99f1-4c26035e9611,13,Inbound,Complaint
db7486de-b347-48f4-afb4-265806e19860,4dfc3a8e-2160-46aa-8845-ba7d043c5e5a,2f411ffc-0af4-401e-a519-bbd691883629,85,Outbound,Billing Inquiry
25b95679-2e06-4f1b-abb2-21ee43f4aa29,27cd5002-254a-4592-b65a-57673ad3dd3d,1c9cf5d5-9929-44aa-9b76-455c709e81d9,12,Inbound,Complaint
f70bb585-b5ff-496c-a7d3-0e0354d165e7,1ab8b8ff-4cdb-4f7b-a5e3-6e4c6ae79e96,0980b2ce-017c-41de-904a-972c168ae274,62,Inbound,Technical Support
af41c0df-29b4-4e25-8f5d-56426a70e62a,08423ddd-e76c-46c4-9de6-848306a4421a,ffd508fc-c9f5-4724-8463-97c564d1127d,58,Inbound,Complaint
fd84f950-b385-41dd-8493-0ee58714ead4,d14361af-fc18-4d1b-befa-1282f3725032,8ef2520f-905d-41b0-9b68-1666c7e5a6fd,73,Inbound,Complaint
5d25d866-ad67-434f-b20e-5a2fa8f95722,fe7b2011-7546-45f5-a562-fac62fbac3b7,913010a2-ce37-4a94-a11c-59c186aad3d4,27,Outbound,Complaint
245eeb8d-9e96-48f2-8563-84954c27c6ad,4a71715c-a9dc-4bc8-94b7-9aa0b6fd0039,8ef2520f-905d-41b0-9b68-1666c7e5a6fd,5,Outbound,Technical Support
