call_id,customer_id,agent_id,call_duration,call_type,issue
5692c856-2ca6-4893-880b-1717b05ee21f,079c1ac0-728a-42ca-b3dd-a64d52ec0aa1,2465e245-eafe-4eee-b0e4-fcb3fdc22016,108,Outbound,Billing Inquiry
8ae16073-e144-4516-a5eb-0a5ada7ddfb4,ad7923bc-afb0-487e-bb7b-1331cc3b5c2d,2f0543fe-550d-4a57-9fc3-d02fd3d35572,57,Inbound,Technical Support
a55504a1-02d4-47ce-a313-4b19c7b43737,01dc6048-3c13-4531-a411-074da0c0103c,5bc47cc5-3b52-4a3e-a17f-dc880231c2a7,6,Outbound,Complaint
f65da022-e012-428e-9d06-8c5e0a4306ad,848dea73-a125-44f1-bb71-c39a90a09251,dfeb2a22-1ef9-44d3-bc16-6e6c58547702,114,Inbound,Billing Inquiry
64583826-c2d8-472c-80bc-a77b2bab5037,a615c4bd-f066-428d-bcb1-ff1461dc6270,0980b2ce-017c-41de-904a-972c168ae274,2,Inbound,Billing Inquiry
8fb0c398-1c03-4343-b5e5-1036cd88bde8,7c84a6f9-5f4c-422c-9d55-7fac00ffe790,67049da3-3a2d-4e4d-81b7-6d5b7f60df61,75,Inbound,Complaint
422b6480-02aa-4941-a534-d39f2c9514a8,613c8cee-c1ba-490e-9e90-45215d195c66,b88dc33d-e1f8-4af4-8c9b-21a2d0eb3d06,20,Inbound,Complaint
dd125975-5067-4047-9c68-59358bd0459a,2b0d571c-f355-4739-9efc-8a79253e9ca8,7378b553-fb39-4dde-ad3b-a80a3086eb28,87,Outbound,Complaint
8b6654d1-34de-49c1-a7b2-642de442a1dd,280c019d-8cff-4390-bdbb-7111c09b9b05,966d5b90-ed4b-47a1-b6b9-9bad9162d6fe,82,Outbound,Complaint
0feaee6a-71be-4331-932e-bc170501c154,820b248e-aa5d-41d3-a855-f8cdc5b35860,67049da3-3a2d-4e4d-81b7-6d5b7f60df61,92,Inbound,Billing Inquiry
204f8ae6-5e8e-45d2-b7e6-e2b7d7ffc615,e2964b70-ae97-4313-9a8a-3abf3311436d,c2469176-0c04-4920-89fc-2197f4b9c4e9,65,Outbound,Complaint
7d98e21c-fbab-4f34-8ffa-983e7c09a5a6,4a438ac0-6bb6-4d28-823e-daafdedef258,36ccf717-3582-47b6-8f5f-08d6aa51b413,85,Inbound,Complaint
3d0dedca-3d0b-485d-99fb-91869db588e6,1b557fc7-9823-4d77-8539-c774de121b77,0ff5b587-a738-4203-a04e-21ddf959be6c,5,Outbound,Billing Inquiry
81c30ff5-4dfd-4bdc-9289-9150db6cfbbb,a40dc3bb-da4d-4096-9cab-bab7de895a75,7378b553-fb39-4dde-ad3b-a80a3086eb28,28,Outbound,Complaint
b673eea1-92a8-4582-9a0b-c1c52142d4a2,cd26f1ec-223f-4278-900f-4e5673f57f33,a69f0b18-bfc9-49cf-a51a-1c3c530782ef,107,Inbound,Billing Inquiry
94badb50-e551-497c-8f71-6a504b4b8851,6ef441eb-c026-4f42-b1ec-fa765cc5f1be,e8fd0e68-ebe4-4ed8-ae45-7e4a6778afe2,66,Outbound,Technical Support
4522c041-f1e2-4f0a-a18e-aceb61d997bb,a22609e0-6023-4c46-8e36-400bf8a86637,a20fcb4e-17b0-406e-bd1b-0670fc0807ae,97,Outbound,Complaint
f5137328-db7e-4d7c-8d71-41515800c0a2,f984b876-47a3-4c97-b063-29b225be8f59,6482ec87-99a1-4f3f-8f33-ccad3520dbdb,118,Outbound,Technical Support
ab419471-21da-4a48-ac02-bded489d03da,66441822-696e-4c9e-b37e-0d8b987c38bb,feee9e3b-e83f-4435-aaad-440da35d84e7,119,Outbound,Billing Inquiry
babd383f-5fd2-439e-a71b-b81afdae3bbc,cdef3e35-9748-4c8d-a866-d7aaffd7af31,b88dc33d-e1f8-4af4-8c9b-21a2d0eb3d06,6,Outbound,Complaint
9d7959e9-cc30-4bf2-9798-0708c375218a,3b964384-b33f-4e3f-83ff-2b4bd806a11e,00b62f64-5967-4ca8-ac21-db0c6c7f80c2,65,Outbound,Technical Support
7ea2d312-957c-4b0f-b416-db9507a9a3ca,243f0895-ba92-40fb-84d3-8d06b9915e65,bb768f40-aa42-4a1f-9da2-0344fbc8c4f6,106,Inbound,Billing Inquiry
054a05a8-587e-4bf2-a3fe-206f9bd12261,3711f564-d7c6-477e-9de0-0d8d98acb022,8ef2520f-905d-41b0-9b68-1666c7e5a6fd,16,Outbound,Billing Inquiry
ffa7547b-0fe8-491b-a2bb-7e6b62e713ef,fa8602cb-06a2-426a-b0df-e78ac254d0ba,1994bcd1-ad27-407e-942a-69beb4b629ca,87,Outbound,Technical Support
